track,artist,label
Pater noster,Hortus Musicus,joy
Lantern Marsh,Brian Eno,fear
Sailing Ships from Heaven,Katie Melua,love
I Worship You,MercyMe,others
Everyday (Hex Hector & Mac Quayle Club Mix),Kim English,joy
Mi Delirio,Anahí,others
Linguae,Android Lust,angry
Conversations with Stars,Brightwood,fear
Long Distance,Go Sailor,joy
No Mercy,The Tubes,sadness
Anyone - Live From The 62nd GRAMMY ® Awards,Demi Lovato,others
Sesom,Anna Rose Carter & Pleq,fear
Droid Childhood (voxless),Men+Mathematics,fear
Knockin on Heavens Door,Warren Zevon,sadness
Gentle Love,Voodoo Child,fear
Company,Third Eye Blind,fear
燃えろ! 仮面ライダー,水木一郎,others
Panie Mahmudzie,Łona i Webber,fear
Mitford,Kathryn Tickell,others
A Venemous Tale,The Bastard Fairies,others
Loneliest Star,Seal,fear
Waterloo Sunset,Elliott Smith,sadness
Planet,Kyte,fear
"Can You Hear the Rain, Love",Richard Hawley,fear
Pandora,Kara,angry
Voyeur,James Blake,love
Missing Pieces,O.A.R.,fear
Chaos (Ft. Bahamadia),Talib Kweli,sadness
Damage Is Done,Grafh,love
"Another Excerpt: Keep Light Near You, Even When Dying",maudlin of the Well,joy
Rose Wood,Zan-zan-zawa-veia,joy
Best Looking Boys,Promise Ring,others
Over My Head,Powderfinger,love
numb chance,Nathan Fake,sadness
Temporal,Chyna Whyte,angry
Postfuturistika,...and Oceans,joy
If I Could Fall In Love With You,Lenny Kravitz,fear
Im The Man,Lee Fields,joy
Precedent,In the Nursery,fear
Running,Gil Scott-Heron and Jamie xx,angry
Flawless (feat. Chimamanda Ngozi Adichie),Beyoncé,angry
Lai Lah (v1.00),Banco De Gaia,others
Spark,Nitin Sawhney,love
Lady Solitude,Richard Hawley,fear
A Day Without Rain,Enya,love
Nothing wrong with holding on - Original Mix,Michael J Collins,joy
Free Life,Dan Wilson,love
Everlasting,OutKast,sadness
My Mother Had a Brother,George Michael,fear
Emphasurf,Micromars,love
The Galaxist,Deerhoof,others
Stand My Ground (Radio Edit),Within Temptation,love
Prolong,Glen Porter,sadness
The Sea & the Rhythm,Iron & Wine,love
Loneliness Shines,Malcolm Middleton,angry
I. M. UFO,A2Zs,love
Nice Guys,Art Ensemble Of Chicago,sadness
Shadowless,Toni Braxton,fear
Park the Car by the Side of the Road,Swirlies,sadness
Insect Pins,Marilyn Manson & The Spooky Kids,angry
Piano ABG,Brian McBride,love
The Naming of Things,Andrew Bird,love
"Acid TV Vomit Gargle Part 1 (Recorded in Room 236, Hotel Half Time, Nara, 21st September 2007)",Kylie Minoise,joy
Candor Original Cue Mix,Cue Dj,others
Digital Bath,Deftones,joy
Nierika,Dead Can Dance,sadness
Beheaded (1999),The Offspring,love
Woke Up With A Monster,Cheap Trick,angry
Copper Sunset,Cathedral,sadness
The Professor & La Fille Danse (Live at Cornucopia),Damien Rice,love
Broken Wings,Clay Aiken,fear
Icebound Stream,Laura Veirs,sadness
"Of These, Hope (reprise)",Peter Gabriel,love
Daddy and Home,Jimmie Rodgers,love
Dracarys (from Game of Thrones - Season 3),LOrchestra Cinematique,joy
Weltschmerz,Proscenium,joy
Under The Sun,Bowery Electric,angry
Neighbourhood 3 (Octobers Fair),The Sims,love
Illness,Najwajean,fear
You Rascal You,Louis Armstrong,others
Wash Away,Joe Purdy,love
Drinking Time,The Durutti Column,fear
Girl Singing In The Wreckage,Black Box Recorder,fear
Let It Will Be (live),Madonna,others
Long limbed brittlestars,Anton Rothschild,fear
If It Isnt,Mathematik,love
Leg dich in die Badewanne,Rainald Grebe und die Kapelle der Versöhnung,fear
Karate Schnitzel,Tenacious D,others
Cry Me a River,Glen Hansard,angry
Youre the Coliseum,Shearwater,others
Biergourmet,Die Ärzte,others
"Jennifer Lopez - Feeling So Good (f. Puff, Big Pun, Fat Joe)",Jennifer Lopez,joy
Who Threw the Whiskey in the Well,Wynonie Harris,joy
O Sol,Jota Quest,love
Track 1 human stain,The Human Stain,fear
Drowning,Jesus On Extasy,fear
Jltf,Moby,fear
Wont You Give Me Some Sugar,Matt Lancaster,joy
Man Listen,Buckshot & 9th Wonder,others
Just Another Girl,Monica,joy
Innocent,久石譲,love
Sorry About The Doom,Slow Club,angry
#38: Simulated Worlds,This American Life,love
"Baby, Its Cold Outside",Tom Jones and Cerys Matthews,fear
The Breakfast Song,Annie,others
Panties Wanted,Scooter,fear
We Always Rewind The Best Part,This Day & Age,love
Bright Shiny Lights,Patrick Watson,joy
EBGM,DYM,angry
Costumbres Argentinas (Live),Los Abuelos de la Nada,others
Atrophy,The Antlers,fear
Love Theme From Blade Runner,Vangelis,joy
Goddess Eyes,Julia Holter,fear
Coma,Raptor System,fear
Wade In The Water,The Staple Singers,love
Silent Night,David Lanz,fear
Gli Ossidi Del Divenire,Alio Die,sadness
Your Magic Is Working,of Montreal,others
T.N.T.,Puddle of Mudd,angry
"Sex, Death and Money",Alice Cooper,angry
The National Peoples Scare,Wolf Parade,love
You Make Me Laugh,Klima,others
Duel,Volksweerbaarheid,fear
Roll Up Your Sleeves,We Were Promised Jetpacks,fear
Beautiful Music,Stan Francisco,love
The Corruption,Jesper Kyd,fear
Lady Brown (feat. Cise Starr from CYNE),Nujabes,joy
Der Essayist,Angizia,joy
"Die, All Right",The Hives,joy
I Am the Mob,Catatonia,others
Beautiful Boy,Ben Harper,love
Pans Lughn,Arckanum,angry
Regrets,Julia Nunes,joy
Bebe Le Strange (Live),Heart,sadness
Mr. Hate,The Tubes,sadness
take what you want,Twilite,others
Im a Wheel,Wilco,joy
Liquid Requiem,Igorrr,angry
the falling summer,Tizzy Bac,others
Sonic Soulars Vengeance Dub,The Falcon Project,sadness
Beni Anlama,Tarkan,love
Entry of the Crims,King Crimson,angry
Yearning,Winterleaves,sadness
Miss America,David Byrne,fear
Polymnia - ポリュムニア,志方あきこ & 伊藤賢治,fear
Arc of a Journey,Broadcast,joy
Blood Angels,John Starlight,joy
Top Of My Tongue,Mark Heard,angry
These Friends of Mine,Rosie Thomas,fear
Never Give Up,Yolanda Adams,joy
Big Picture,London Grammar,sadness
Огни Чудес (rmx#2),Los Bananas & Саша Растич,love
Down Where She Lies,"Jump, Little Children",love
METHOD_IMPLANTA/.,志方あきこ,fear
Your Albatross,No Knife,others
"Aria: Eja, mater, fons amoris",Giovanni Battista Pergolesi,joy
Your Ex-Lover Is Dead,Stars,love
Fear City,Elliott Smith,angry
State of Mind,Sex Gang Children,fear
Meeting Point,Jap Jap,joy
Blow My Load,"Tyler, the Creator",love
The Tamburas Of Pandit Pran Nath (69.56mins continuous drone),La Monte Young,joy
Finer Feelings,Kylie Minogue,joy
To Zanarkand,植松伸夫,sadness
Running,Jessie Ware,others
Linda Linda,The Blue Hearts,others
Black Keys,Jonas Brothers,fear
(Something Inside) So Strong,Michael Ball,others
A Perfect Mess,Sahara Hotnights,fear
Turning Tabels,Adele,others
Whats Left,Unmorph,others
My Will Be A Dead Man,Project 86,angry
I Looked All Over Town,The Magnetic Fields,joy
Glory,People You Meet,love
like it even matters,spiderlegs,angry
Westerly Prayer,Terra Ambient,love
Running With Scissors (demo),Call To Mind,joy
Open,Todd Hoover,joy
Three Forty Seven,Bruce Cohen,angry
Good Moanin,Dead Meadow,sadness
#?@! Yourself,Steve Vai,sadness
Shut Out,The Walker Brothers,sadness
"Eight Flew Over, One Was Destroyed",Mew,fear
One Meatball,Bing Crosby With the Andrews Sisters,joy
The Gift of Fury,Basil Poledouris,joy
Desert Song,My Chemical Romance,joy
Cold,Tears for Fears,love
Tres segundos,Conchita,love
The Chill Air,Brian Eno,love
Crimes,The Blood Brothers,joy
Nymphs of the Seagod Nereus,Daemonia Nymphe,sadness
Viimeisellä rannalla,Islaja,others
Zig A Zig,Thomas Tantrum,angry
Pay Phones And Pills,Darkest Hour,angry
Vaccine,Mew,others
Cromagnon Man,Cobblestone Jazz,love
golden sand,The Republic Tigers,joy
Wild Dogs Of The Thunderbolt,Set Fire to Flames,sadness
If This Is It (LP Version),Huey Lewis & The News,sadness
The Crusher,The Novas,fear
Dead Mans Curve Single Version,Jan & Dean,love
Vivir Asi Es Morir de Amor,Camilo Sesto,others
Something to believe in,Offspring,joy
Broken Bones,Aqualung,love
Ticket to Zen,The Murmurs,joy
Dreadful Day (ft. Junior Reid),Poor Righteous Teachers,angry
Мыши,Animal Джаz,angry
Pal-Yat-Chee,Spike Jones,joy
Please Hang Up,Noisuf-X,joy
If Not For You,Bryan Ferry,love
Reprise,Mew,love
Datcha,Prometheus,love
Sweetest Song,Laura Powers,love
My Own Eyes,Mavis Staples,fear
beaver tactics,planet boelex,love
Party of the First Part,Bauhaus,fear
AndromedE (Feat The Removers),ZAILM Atoyanh,fear
Pittsburgh 1901,Mark Isham,love
endlicher Entfernung,Berserk+Haste,angry
Tigers,By the End of Tonight,others
Thick As A Brick (Part 1) (1997 Digital Remaster),Jethro Tull,fear
Gonna Buy Me a Dog,The Monkees,others
Subandallah,Parijat,sadness
Hoppípolla,Sigur Rós,love
Pense Duas Vezes Antes De Esquecer,Marcelo Jeneci,fear
Gravity (Original Mix),P.O.S.,fear
Leavin The Good Life Behind (Long Version),Phyllis Hyman,joy
Come Home Billy Bird,The Divine Comedy,others
Tod Ist Mein Schicksal,Arbeit,fear
The Symphonies of Beethoven,カヒミ・カリィ,angry
Kim,Eminem,angry
Ordinary World,Red,joy
Ich würde gern einmal in Dresden singen,Reinhard Mey,love
Forgiven,Within Temptation,sadness
I Wanna Be Forgotten,Bass Drum of Death,joy
Apollo and the Buffalo and Anna Anna Anna Oh!,Sunset Rubdown,joy
Ehali Da Cybalisa,Taiga,fear
Lover,Taylor Swift,others
HAFGUFA,3 PICKE MATERINE,joy
One Night Stand,Alien Vampires,angry
Well Sweep Out the Ashes in the Morning,Gram Parsons,fear
Falling Down Again,Adam,fear
Opportunity,Elvis Costello & The Attractions,others
Every Minute (Oradio mix),Vargo,love
YAY,moumoon,love
Cherish This Love,Brigette McWilliams,love
Afterwards,Van der Graaf Generator,fear
Dilaudid,The Mountain Goats,joy
Nine,John Most,joy
A Poem (By Leonard Bhagwat),Adam Beebe hates everyone,fear
The Punks Are Writing Love Songs,Tullycraft,others
Moon Occults The Sun,Espers,sadness
Help To Prevent Forest Fires,Get Well Soon,fear
Wish U Were Here,Jamie Foxx,others
Youre the Inspiration,Chicago,others
Titans of the Frost,Shores of Elysium,joy
Marionette,Slik Toxik,angry
若者のすべて,フジファブリック,love
You Make the Earth Move,Hanoi Rocks,angry
Ur So Gay,Katy Perry,joy
Beach Goth,Wavves,fear
No Enemiesz,Kiesza,joy
Aint No Rest for the Wicked - Original Version,Cage the Elephant,others
Kong Unleashed,Misfits,angry
Running From the Cops,Phantogram,fear
Gymnopédie No. 1,Erik Satie,love
And It Stoned Me,Van Morrison,love
cosmic eyes,Boa,others
聲,天野月子,joy
Forged,Josh Martinez,sadness
Touch Me I’m Going To Scream Pt. 2,My Morning Jacket,love
didjeridu,Iordache,love
Mad World,Corrosion of Conformity,angry
Cool Purple Mist,John Vanderslice,angry
talk to you,Chino XL,love
Rejuvenate,Denacious Tea,joy
Backwash,Archers of Loaf,fear
Gone Away (Bonus Track),Cold,fear
Hearts and Arrows,This Time Next Year,love
Lucinda,Tom Waits,fear
Then Came You,Dionne Warwick & The Spinners,love
Feet That Danced,James Uhart,sadness
Too Much Time,John Vanderslice,sadness
Dominion/Mother Russia,The Sisters of Mercy,joy
Perfect Heaven Space,Travis,fear
Boyz Will Be Boyz,Pistol Kixx,angry
The Sunday Song,The God Machine,sadness
Strategy 4 Nos. 3 & 4,Emlyn Ellis Addison,fear
every thing is good (part 2),Mr. Meeble,love
Gangsta Lean,Clipse,fear
What Would They Know,Liars,angry
Om Nia Merican,Saul Williams,joy
Tour De France (Kervorkian remix),Kraftwerk,love
All We Have Is Now,The Flaming Lips,fear
Pressure Torture,Venetian Snares,angry
Rifle Range,Blondie,fear
Do It The Hard Way,The Jazz Renegades,love
Circuits,The Sky Is Blue,fear
Qabr (Islamic Lies P.2),Seeds Of Iblis,joy
Wainwright,Antic Clay,fear
Lunch,Shivaree,love
Breaking Up,Lady Lex,fear
Obsessed,Mariah Carey,others
Memories (Jôgen no tsuki),GACKT,sadness
All In The Appraisal,Cire,love
Hablas de Mí,Gloria Estefan,love
The List (My Favorite Song),Ariel Pinks Haunted Graffiti,sadness
Dayvan Cowboy,Boards of Canada,love
Mockingbird,Derek Webb,love
Circuit 2 (alienation),Orphx,angry
Drown Soda,Hole,angry
Vermont Avenue,Ferraby Lionheart,others
Someone Like You,Van Morrison,love
"Amen, Brother",The Winstons,joy
Positraction,Bias-Ply,sadness
I Was Cool,Elmer Gantrys Velvet Opera,joy
G-Get Up and Dance!,Faber Drive,others
This Kind Of Lonely,Everlast,sadness
Only Hope,Mandy Moore,others
Innocent,Our Lady Peace,joy
One Small Sacrifice,Swans,angry
Bohemian Dropout,electric mystical soul vibration,sadness
Mar del Amor,Rodrigo Daniel,angry
Where the Flame Is Eternal,Hate Forest,fear
Seedy Films,Soft Cell,angry
Your Eyes Only,Styrofoam,love
Happiness (Live At The Union Chapel),Goldfrapp,joy
Simple,k.d. lang,love
Nom De Plume,Calexico,angry
Ive Got This Friend,The Civil Wars,love
Gun In Mouth Blues,Rollins Band,angry
A Lover Was Born,Lee Dorsey,joy
Gets Mine Feat. Buckshot,Oh No,angry
One Ring to Rule Them All,Luca Turillis Rhapsody,joy
Echos Myron,Guided by Voices,sadness
Hex,Diamanda Galás,others
Kick Out,Beautiful Creatures,angry
Slave to Misery,Sadus,angry
What Beats Within,Jenny Owen Youngs,love
River Man,Nick Drake,love
The World,Milosh,love
Mr. Pretty Man,Prince,others
4th Quarter - Free Throws,KRS-One,joy
Adalia,Madina Lake,angry
Mad World,Michael Andrews & Gary Jules,fear
The Way of Love,Cher,angry
Alsicon,Ataraxia,joy
Left Right (feat Anwar Superst,The Chemical Brothers,joy
The Green Eyes Mystery,Astropilot,others
The Atheists Burden,Disco Inferno,love
Intruder,Peter Gabriel,angry
Cherry Tree,The National,fear
Jerusalems Ridge,Mark OConnor,others
Never To Be Mine,Roland Alphonso & Tommy McCook,fear
The Ways Produced By DJ Serious,Masta Ace,love
The Confidence Man,Patti Austin,angry
Cocaine,Nomy,others
Fighter,Thomas D,joy
Delius (Song of Summer),Kate Bush,others
U.R.A.Q.T.,M.I.A.,others
50 Words for Snow,Kate Bush,love
Fall Foliage,Soap&Skin,fear
Last Time,Moderat,fear
Word Attack,Adolescents,others
Come on Home,Everything But the Girl,love
Crescent Silver Scythe,Sheila Chandra,love
The Curse of Millhaven,Nick Cave & The Bad Seeds,fear
Pantomime...,Harold Budd With Zeitgeist,others
No Church In The Wild,Jay-Z & Kanye West,love
One Down,Ben Folds,others
Degeneration,Machinery,joy
My Dinner With Elvis,Kenny Young and the Eggplants,others
MOON (eco.size),Gabriela Robin,love
Total Confusion (Reworked Vocal Mix),The Entranced,joy
SchmerzPervers (Asseptic Room Remix),Acylum,angry
Symphony 9 Unfinished,Franz Schubert,fear
Firecracker,Ryan Adams,joy
86 Measures of Game,Necro,angry
Silvernål,Förträngt hushållsarbete,joy
Ghostship,Menomena,love
Yo Boy,Tinef,love
SACRIFICE,志方あきこ,angry
Space Walk,Lemon Jelly,love
Lucky Day (Overture),Tom Waits,sadness
I Adore You,Queen Adreena,joy
like the trees forget I regret,Jagat Skad,fear
Zonk,Luxus,others
Malice,Endo,angry
Gus: The Polar Bear From Central Park,The Tragically Hip,fear
Death Zone,Apocalyptica,joy
Doomed,Tense,angry
Nightmare,Halsey,others
I Need Your,Lazy Rich,sadness
Montréal,Ariane Moffatt,others
Up and Up,Relient K,others
Schneetreiben,Nachtreich,fear
"Was geht, Muschikatz? (Whats New Pussycat)",Erdmöbel,fear
Space Sickness,The Time Travelling Pirates,angry
My Neighbor Berkowitz,Skerror,angry
Aeillet Sauvage,Marsen Jules,angry
Same Space (Tugboat Complex Pa,Aesop Rock,love
Ablutions,Sleepytime Gorilla Museum,sadness
What Is a Man,The Four Tops,fear
The Day of Resurrection,Vir Martialis,sadness
In Those Jeans,Ginuwine,love
"Coffee, God, And Cigarettes",Mischief Brew,others
Dark Eyes,The Red Army Choir,sadness
The Road Goes On Forever,Ghost Mice,love
Стекло,Эном,love
Soldaten,Bettina Wegner,love
"Egmont, Op. 84: Overture",Ludwig van Beethoven,love
Big Dipper,Built to Spill,others
Heathen (The Rays),David Bowie,love
Lonely Feeling,The Greenhornes,angry
Icy,Vain,angry
If I Had A Hammer,Trini López,joy
Annies Song,John Denver,love
Doin What Comes Naturlly,Dinah Shore,love
Careful,Guster,love
Hey Jupiter  (Dakota Version),Tori Amos,fear
It Takes You No Time to Get Here,Roxette,others
Medley: The Texas Cowboy/Cowboy Jack,Steve Eckels,others
Draw Me Nearer,Meredith Andrews,fear
Silver Lining,Rilo Kiley,love
Electricity,Anathema,fear
The Girl From Yesterday,Eagles,love
Rob One (LP Version),Curved Air,love
A Beautiful Day,India.Arie,joy
True Believers,The Black Angels,love
Bailamos,Luna Cohen,others
"Wet Cunts, Profane Whispers",Barren Altar,sadness
Lying In The Sun,Koushik,love
Off the Chrome,The Demigodz,love
Jerusalem,Mirah,love
Golden Ball,Stereolab,others
Do It Again,Holy Ghost!,others
Framenummer Live,Pe daalemmer & rooie rinus,others
Are You Afraid?,Rooney,fear
No One Is Iller,Eminem,angry
Idiot Wind,Bob Dylan,angry
SITTING THERE STANDING,The Chocolate Watch Band,sadness
Eau D Bedroom Dancing,Le Tigre,love
I Just Wanna Be Loved,Culture Club,love
Comet,Pangea,angry
La Lune Blanche,sToa,fear
Nixons Spirit,Paul Oakenfold,sadness
Adeste Fidelis,Juan Diego Flórez,joy
Go on My Child,Michelle Featherstone,love
Milk White Air,J. Tillman,love
Raymond Blue 2010,Jose Travieso,fear
The Moment Of Our Love (Acoustic),Negative,joy
Bolero de Vicente,Vicente Amigo,love
Losing My Religion (Live At Oosterpoort),Anouk,love
Its Getting Dangerous,Thin Lizzy,fear
Doris,Dirty Three,sadness
Love Is Colder Than Death,Dean Wareham,joy
About Today,The National,fear
The Cold Earth Slept Below,Xasthur,sadness
OPIUM I,Ofasia,joy
∑ (√infamie) = 7 000 000 000 / 0,Fragments of Sentience,angry
Clear,Nizlopi,others
雨やどり,志方あきこ,joy
Foreground,Grizzly Bear,fear
The Emerald Way,2002,love
My Life Is A Succession Of People Saying Goodbye,Morrissey,angry
Theme,Danny Elfman,joy
Egypt,Kate Bush,joy
Take It To The Floor,B2K,joy
Make Up Sex (Eddie Baez Mix),Clear Static,others
Beneath A Funeral Sun,Cathedral,angry
(Cant Believe) This Is Me,Jennifer Lopez,joy
Deep Space 9mm,El-P,joy
Live Like Were Dying,The Script,joy
Time to Get Alone,The Beach Boys,others
Breaking the Law,Emeli Sandé,love
Bliss,Ilya,joy
Despise,Eden Synthetic Corps,joy
Dont Forget Me,Harry Nilsson,fear
Sleep Now,All My Faith Lost ...,fear
Sunset Blvd,Pacific!,joy
Nü Queens Intro,Les Nubians,love
Eden (Turn The Page),The Mayfield Four,joy
Breathing,Emma Bunton,love
Extraordinary,Mandy Moore,love
This Womans Work,Greg Laswell,fear
Mazan Ze,Azar Baksh,fear
Leaving On A Jet Plane---,John Denver,love
The Parting,Dominic G. Ward,joy
Naturally,Matt Wertz,love
Frustrated,Wynter Gordon,joy
