title,label
"Caltiki, the Immortal Monster",fear
Snowtown,fear
Space Battleship Yamato,sadness
Nothing Lasts Forever,joy
Zero Bridge,sadness
The Bleeding,anger
Wreckers,fear
Fat Head,joy
Public Housing,joy
The Runner,sadness
Last Exit,joy
Verbo,fear
The Frankenstein Syndrome,anger
A Thousand Months,joy
The Secret Nation,anger
Manrape,anger
Passion of Love,fear
!Women Art Revolution,joy
Casa De Mi Padre,anger
Cormans World: Exploits of a Hollywood Rebel,joy
Tropical Fish,fear
Prom Queen: The Marc Hall Story,joy
Evolver,joy
Letters to Santa,love
Dragon Age: Redemption,joy
Jiro Dreams of Sushi,joy
Damsels in Distress,joy
A Skin Too Few: The Days of Nick Drake,joy
Human Lanterns,joy
Pageant,joy
A Warm December,joy
White Night Wedding,anger
Salmon Fishing in the Yemen,joy
Hotel,joy
Eden of the East Movie I: The King of Eden,fear
Eden of the East Movie II: Paradise Lost,fear
Saving Face,anger
Admiral Yamamoto,joy
Meeting Evil,fear
Wrath of the Titans,sadness
Bending The Rules,joy
Seven Brothers,joy
Paan Singh Tomar,anger
The Horrible Dr. Hichcock,anger
Detachment,joy
Four Sided Triangle,sadness
The Incredible Hulk Returns,anger
Answers to Nothing,sadness
4:44 Last Day on Earth,joy
Iron Sky,fear
The Ghost,fear
Absentia,fear
Theres Something Wrong with Aunt Diane,fear
American Reunion,joy
Ticked-Off Trannies with Knives,anger
The Raid,anger
The Cabin in the Woods,anger
Delicacy,love
God Bless America,anger
The Desert of Forbidden Art,anger
The Wayshower,sadness
Frankenstein,joy
The Clay Bird,anger
The Dupes,sadness
Romantics Anonymous,fear
The Unknown Woman,fear
Popatopolis,anger
The Gamma People,sadness
"Wild, Wild Planet",anger
Egg,sadness
Village People Radio Show,sadness
The Day I Was Not Born,sadness
Genesis,sadness
The Big Night,joy
Housefull 2,joy
Agent Vinod,fear
After,anger
Lust for Gold,anger
Footnote,anger
Café de Flore,sadness
L!fe Happens,joy
Midnight Movie,fear
Ollie Hopnoodles Haven of Bliss,joy
The Silent House,joy
Silent House,sadness
Wild About Harry,anger
Keeping the Promise,joy
Helsinki Napoli - All Night Long,joy
The Three Stooges,fear
The Raven,fear
The Ballad of Nessie,joy
The Big Bang,anger
Mirror Mirror,anger
Battleship,anger
Our Day Will Come,anger
Louis Theroux: Americas Most Hated Family in Crisis,anger
The Woman in the Rumor,anger
Appropriate Adult,joy
Terraferma,anger
Madhouse,anger
Goodbye First Love,sadness
The Best Exotic Marigold Hotel,joy
Rush: Beyond the Lighted Stage,joy
Position Among the Stars,sadness
The Second Time Around,anger
Crime After Crime,joy
Black Pond,anger
18 Years Later,sadness
King of Devils Island,anger
Twelve,sadness
Sharpays Fabulous Adventure,joy
"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics",joy
Comic-Con Episode IV: A Fans Hope,joy
Bullhead,fear
Le Crabe-Tambour,anger
Bully,anger
The Hammer,joy
Uncovered,fear
The Chance of a Lifetime,anger
The Flower in Hell,anger
White Mountains,sadness
Hysteria,love
Cold Storage,fear
Listen to Britain,sadness
The Mad Masters,anger
Dantes Inferno: An Animated Epic,joy
The Bleeding House,joy
Barrier,joy
Crazy Sexy Cancer,joy
Aakrosh,fear
Devils Diary,anger
Alambrista!,joy
Androcles and the Lion,joy
Super Demetrios,joy
Naked Ambition: An R Rated Look at an X Rated Industry,joy
Dont Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,joy
The Atomic Submarine,fear
The Baron of Arizona,joy
The Five-Year Engagement,joy
The White Darkness,anger
Icarus XB 1,fear
Men in Hope,joy
Spud,joy
Black Sun,anger
The Murderer Lives at Number 21,fear
Judgment in Berlin,joy
Elsewhere,fear
The Marc Pease Experience,joy
Buried Alive II,fear
One Body Too Many,anger
Slim Carter,joy
In The Hands Of The Gods,joy
The Catechism Cataclysm,joy
The Devils Rock,anger
Think Like a Man,anger
The Lucky One,joy
Diverted,anger
The First Texan,anger
"Good-bye, My Lady",joy
Chosin,anger
Nob Hill,joy
Bride Flight,joy
Chained for Life,anger
The Scarlet Letter,sadness
If a Tree Falls: A Story of the Earth Liberation Front,anger
The Greening of Whitney Brown,joy
Safe,fear
"That Day, on the Beach",joy
Hamlet,joy
The Fairy,fear
Diaries Notes and Sketches,joy
3rd World Hero,anger
Kept Husbands,anger
The Swell Season,joy
"Ella Lola, a la Trilby",joy
Guilty Hands,anger
Loutremangeur,joy
Jumping the Broom,anger
A Story Written with Water,sadness
Feast III: The Happy Finish,joy
Red Dog,sadness
Any Questions for Ben?,sadness
Sweet Bunch,love
Amu,fear
Dark Shadows,sadness
The Scorpion King: Rise of a Warrior,joy
Big Boys Gone Bananas!*,anger
Ciao Bella,love
Daylight,fear
96 Minutes,anger
Columbus Circle,fear
The Decoy Bride,anger
The Headhunters Sister,fear
Angels Crest,sadness
Viva Riva!,joy
The Forgiveness of Blood,sadness
Among Wolves,fear
Edwin Boyd: Citizen Gangster,sadness
Beyond the Black Rainbow,fear
The Last Play at Shea,sadness
The Poker Club,fear
The Clown,sadness
Creature,joy
Thawing Out,joy
"Turkish Dance, Ella Lola",joy
Walking with Beasts,joy
Rocket Singh: Salesman of the Year,joy
Vicky Donor,joy
Zig Zag,sadness
Extraordinary Stories,joy
Small Town of Anara,joy
Across the Line: The Exodus of Charlie Wright,fear
Three Steps Above Heaven,anger
The Dictator,love
Thrive,joy
Boys Love,joy
Bombay Talkie,anger
Border Radio,anger
Keyhole,joy
Before The Dinosaurs - Walking With Monsters,joy
"Boys Diving, Honolulu",joy
The Island President,anger
The Heir Apparent: Largo Winch,anger
The Mighty Macs,fear
My Blue Heaven,fear
Gifted Hands: The Ben Carson Story,joy
Chains,anger
The Woman Who Dared,anger
Nuoruuteni savotat,joy
Safrana or Freedom of Speech,joy
The Rose Seller,anger
Galileo,fear
Men in Black 3,joy
Snow White and the Huntsman,anger
The Harvest Month,joy
Olympian Holiday,fear
Pine Flat,joy
Back Street,joy
Where East is East,sadness
Sound of My Voice,fear
The Steel Trap,fear
Night of the Demons,anger
The Secrets of Jonathan Sperry,joy
Unnaipol Oruvan,joy
EVA,joy
Chernobyl Diaries,sadness
Chicken with Plums,joy
School of Seduction,joy
You Cant Win Em All,anger
Leadbelly,joy
The Pirates! In an Adventure with Scientists!,joy
A Better Life,sadness
Hemingway & Gellhorn,love
The Fish Child,fear
Hick,fear
Prometheus,fear
The Pact,fear
Phyllis and Harold,sadness
Letters to God,sadness
Bernie,joy
Desi Boyz,sadness
Ten North Frederick,joy
3 A.M.,joy
Deadline - U.S.A.,anger
Inhale,anger
Rated X: A Journey Through Porn,fear
Just Friends?,anger
Take This Waltz,joy
Berlin 36,fear
Sound of Noise,anger
The Blot,joy
Dr. Crippen,fear
Dickson Experimental Sound Film,joy
Wanderlust,fear
Harriet Craig,anger
Ladies They Talk About,fear
Moonrise Kingdom,joy
There Be Dragons,anger
Texas Killing Fields,fear
Kahaani,joy
Superman vs. The Elite,anger
I Wish,joy
Stavisky,joy
Never Take Sweets from a Stranger,sadness
Get the Gringo,joy
Suicide Manual,fear
The Keeper,anger
5 Days of War,sadness
"Life, Above All",love
Bio Slime,fear
Superman: Doomsday,anger
Entracte,joy
A Lake,joy
Tracy Morgan: Black & Blue,anger
The Importance of Tying Your Own Shoes,sadness
The Peach Thief,love
Salomé,fear
Outer Space,fear
Exporting Raymond,joy
Appointment with Danger,anger
Vares - The Kiss of Evil,joy
A Few Best Men,joy
Late Bloomers,joy
Cord,fear
The Deadly Tower,fear
Cosmopolis,sadness
House of the Rising Sun,fear
A Thousand Words,anger
Chimpanzee,joy
Loves Deadly Triangle: The Texas Cadet Murder,anger
Safety Not Guaranteed,anger
Madagascar 3: Europes Most Wanted,joy
Bunnyman,fear
Athena,joy
The Lawless,anger
Eaux dartifice,joy
Inauguration of the Pleasure Dome,joy
Blackthorn,joy
Your Sisters Sister,fear
The Needle,anger
The Beekeeper,anger
Dragon Ball: Curse of the Blood Rubies,anger
Dragon Ball: Sleeping Princess in Devils Castle,fear
Superman/Batman: Public Enemies,anger
Dead Space: Aftermath,fear
Iria: Zeiram the Animation,anger
Kidnapped,fear
This Special Friendship,love
Proteus,love
Dragon Ball: Mystical Adventure,joy
Dragon Ball Z: The Worlds Strongest,sadness
Brave,joy
Beauty and the Beast: The Enchanted Christmas,joy
Front of the Class,joy
Alcina,sadness
The Pet,anger
Dragon Ball Z: The Tree of Might,anger
Pocahontas II: Journey to a New World,sadness
Bel Ami,love
What to Expect When Youre Expecting,joy
To Rome with Love,love
Dont Drink the Water,anger
Abraham Lincoln: Vampire Hunter,anger
Mad Dog Coll,anger
Winning,sadness
First Position,joy
4.3.2.1,fear
Beauty #2,anger
Wings in the Dark,joy
Detention,anger
Nina Frisk,anger
Confession,anger
Kind Lady,joy
Planet B-Boy,joy
For Greater Glory - The True Story of Cristiada,anger
Woochi : The Demon Slayer,anger
Sorry if I Love You,joy
Torpedo Bombers,anger
Taxi Hunter,anger
Rock of Ages,joy
Seeking a Friend for the End of the World,sadness
Presto,sadness
Jack-Jack Attack,joy
Hollywood Man,anger
Jekyll & Hyde,sadness
Boundin,joy
One Man Band,anger
A Map For Saturday,sadness
The Silent Scream,fear
Ted,joy
The Giant Mechanical Man,love
Tin Toy,joy
Magic Mike,joy
Revenge of the Electric Car,sadness
Dragon Ball Z: Return of Cooler,joy
Dragon Ball Z: Coolers Revenge,joy
Blood of the Vampire,fear
Disneyland Dream,joy
Disney Sing-Along-Songs: Under the Sea,joy
Pulgasari,anger
The Toughest Man in the World,joy
On the Road,joy
Norman,sadness
Joffrey: Mavericks of American Dance,joy
Dragon Ball Z: Super Android 13,joy
Dragon Ball Z: Broly - The Legendary Super Saiyan,joy
Virtual JFK: Vietnam If Kennedy Had Lived,joy
Extraterrestrial,fear
Cleanskin,anger
The Amazing Spider-Man,fear
The Barchester Chronicles,anger
Dragon Ball Z: Bojack Unbound,joy
Reminiscences of a Journey to Lithuania,joy
Noroi: The Curse,joy
ID:A,fear
A Colt Is My Passport,anger
Coup de grâce,sadness
Wrong Turn 3: Left for Dead,anger
Blacksmith Scene,anger
Ice Age: Continental Drift,fear
Beasts of the Southern Wild,fear
Dangerous Davies,anger
Dynamite,joy
The Day the Fish Came Out,anger
People Like Us,sadness
Crazed Fruit,anger
Cruel Gun Story,anger
Flame and Women,joy
Euridice BA 2037,fear
La sociedad del semáforo,fear
The Flying Fleet,sadness
Savages,fear
Balto II: Wolf Quest,joy
Rat King,joy
Bela Kiss: Prologue,anger
Oneway-Ticket to Korsør,love
Candles on Bay Street,fear
Once Upon A Time in Phuket,joy
The War,joy
Thomas Jefferson,joy
Mooz-lum,anger
The Union,joy
The Miser,anger
Scorcher,anger
The Firm,joy
Reds Dream,sadness
Spirit Camp,anger
The Perfect Roommate,joy
The Fatal Hour,fear
Geris Game,sadness
My Last Day Without You,love
Red Rover,joy
Madeas Witness Protection,fear
The Black Windmill,fear
A Good Night to Die,anger
Some Guy Who Kills People,anger
Five Minarets in New York,anger
No Problem,fear
Prisoner 701: Sasori,anger
Treasure Island,joy
The Watch,sadness
Vampires,anger
"Drive, He Said",sadness
The Adventures of Mary-Kate & Ashley: The Case of the Christmas Caper,joy
The Adventures of Mary-Kate & Ashley: The Case of the United States Navy Adventure,joy
Someday This Pain Will Be Useful to You,fear
2 Days in New York,joy
Radio On,joy
2010: Moby Dick,joy
Physical Promise,fear
Terminal USA,anger
From Beginning to End,love
The Cat in the Hat,joy
"UltraMarathon Man: 50 Marathons, 50 States, 50 Days",joy
Killer Joe,anger
Jew Süss,anger
The Gospel of Judas,anger
Dragon Ball Z: Broly - Second Coming,sadness
King of Thorn,fear
Bob Funk,anger
Dragon Ball Z: Bio-Broly,joy
Dragon Ball Z: Fusion Reborn,anger
In the Grip of Passion,sadness
"Lost, Lost, Lost",sadness
Anaconda 3: Offspring,anger
Wild Bill,sadness
Pete Smalls Is Dead,sadness
Being Flynn,joy
The Drum,anger
Elephant Boy,joy
The Forger,joy
A Childs Christmas in Wales,joy
A Christmas Carol,sadness
Goodbye Charlie,joy
Rage,love
Knick Knack,sadness
For the Birds,anger
Ruby Sparks,joy
Total Recall,anger
Le Donk & Scor-zay-zee,sadness
388 Arletta Avenue,fear
The Craigslist Killer,joy
Babycall,fear
The Fantastic Four,fear
Bertie and Elizabeth,joy
Infection,fear
The Angels Share,sadness
Carbon Nation,joy
A Dangerous Man,anger
The Immature,sadness
Morning of the Earth,joy
Dragon Ball Z: Wrath of the Dragon,joy
Dragon Ball Z: Bardock - The Father of Goku,sadness
Marriage Retreat,joy
Vampire Journals,anger
Dikkenek,joy
La Classe Américaine,sadness
A Necessary Death,sadness
Oranges,anger
Icarus,joy
In the Name of the King 2: Two Worlds,fear
The Door,joy
Dragon Ball Z: The History of Trunks,anger
Dragon Ball GT: A Heros Legacy,joy
The Kiss,joy
Sidewalls,joy
Dick Tracy vs. Cueball,anger
Stash House,anger
One in the Chamber,joy
Decoys 2: Alien Seduction,joy
Ax Em,fear
Hierro,fear
The Tortoise and the Hare,joy
Steak,joy
The Legend of Bigfoot,sadness
Neil Young Journeys,joy
The Capture of Bigfoot,anger
Dragon Eyes,anger
"Love, Wedding, Marriage",sadness
The Little Mermaid: Ariels Beginning,sadness
Bag It,joy
Skyfall,fear
The Thrushes Are Still Singing,fear
Hands Over the City,anger
The Householder,joy
Mais qui a tué Pamela Rose ?,joy
Louise-Michel,joy
Forest Warrior,anger
The Campaign,anger
Taistelu Näsilinnasta 1918,joy
Brake,fear
Hope Springs,joy
K-20: The Fiend with Twenty Faces,fear
Warning from Space,joy
Logans War:  Bound by Honor,joy
The Presidents Man: A Line in the Sand,fear
The Queen of Versailles,joy
33 Postcards,joy
The Cutter,fear
Tender Comrade,love
Amish Grace,sadness
Female Agents,fear
"Captain Video, Master of the Stratosphere",anger
Run Sister Run!,joy
Secret Reunion,fear
War of the Dead,sadness
The One Percent,joy
Primal,anger
Dreams That Money Can Buy,joy
Profound Desires of the Gods,fear
"See You in Hell, My Darling",sadness
The Rickshaw Man,sadness
Identification Marks: None,anger
I Am Waiting,anger
Chillerama,joy
The Cub Tiger from Kwang Tung,fear
Not Scared to Die,joy
Karate Girl,fear
I Am Bruce Lee,joy
On Top of the Whale,sadness
Heroic Purgatory,sadness
Beloved,love
Wagners Dream,joy
Little Birds,joy
I Hate But Love,anger
In Custody,joy
The Heroine,joy
ParaNorman,anger
Diary of a Wimpy Kid: Dog Days,fear
How Bruce Lee Changed the World,joy
The Rites of May,fear
The Great Sacrifice,sadness
Immensee,sadness
Bells of Innocence,fear
The PHD movie,joy
Operación Cannabis,joy
War of the Arrows,anger
Hara-Kiri: Death of a Samurai,sadness
Goats,joy
Celeste & Jesse Forever,joy
Aliisa,joy
Our Children,joy
Endeavour,joy
Hit & Run,fear
Garden Party,fear
Broken,sadness
The Family Tree,sadness
"Je, Tu, Il, Elle",fear
Cinderella II: Dreams Come True,joy
Dark Horse,sadness
Black Roses,anger
6 Days to Air: The Making of South Park,joy
Funeral Parade of Roses,anger
Doomsday Book,fear
Premium Rush,sadness
Letter Never Sent,sadness
Lonesome,sadness
Evil Toons,anger
From the Life of the Marionettes,anger
The Odd Life of Timothy Green,joy
Lawless,fear
Chameleon,joy
Piranha 3DD,fear
Man Is Not a Bird,fear
ATM,fear
The Wave,joy
Sleepwalk with Me,fear
Dara O Briain Talks Funny: Live in London,joy
Prime Suspect 3,anger
Prime Suspect: Inner Circles,joy
Nocturne 29,joy
American Mullet,joy
Prime Suspect: The Final Act,sadness
Searching for Sugar Man,fear
The Possession,anger
6 Bullets,fear
The Dinosaur Project,fear
Little White Lies,sadness
The Manzanar Fishing Club,anger
The Apparition,fear
Dreams of a Life,sadness
Life for Sale,sadness
To Mars by A-Bomb: The Secret History of Project Orion,joy
Prime Suspect 6: The Last Witness,joy
Prime Suspect: The Lost Child,fear
The Zero Years,sadness
Bigfoot Lives,fear
Conception,joy
Do We Really Need the Moon?,joy
French Film,anger
The Backwoods,anger
La Californie,joy
The Great Northfield Minnesota Raid,anger
The Mikado,joy
The Model Couple,joy
Paradise Lost 3: Purgatory,joy
Bachelorette,anger
The Words,sadness
Teddy Bear,sadness
Soldier In The Rain,love
For My Father,anger
The Moment of Truth,sadness
Mr. Freedom,anger
La dama boba,joy
Pitch Perfect,anger
The Cold Light of Day,fear
Hello I Must Be Going,sadness
Flowing,sadness
Branded,sadness
The Wild Wild West Revisited,anger
Icon,joy
The Sugar Curtain,joy
Samsara,joy
Runaway Brain,anger
Looper,anger
Compliance,fear
Thy Womb,sadness
Thats My Boy,sadness
Arthur and the Revenge of Maltazard,anger
Deathstalker,anger
Deathstalker II,anger
Emergo,fear
Klitschko,joy
Kinyarwanda,sadness
Nobodys Children,sadness
Patriotism,joy
Les Hautes Solitudes,anger
Vampir-Cuadecuc,sadness
Robot & Frank,joy
The Punk Syndrome,joy
Where Do We Go Now?,fear
Ai Weiwei: Never Sorry,anger
Stag Night,fear
Hollywood Sex Wars,joy
The Age of the Medici,joy
Something Ventured,joy
Jesus Henry Christ,joy
Pirates of the Great Salt Lake,sadness
Resident Evil: Retribution,fear
Trouble with the Curve,joy
"Walk Softly, Stranger",anger
360,joy
Close,anger
Straight Shooting,anger
Employees Entrance,sadness
The Pearls of the Crown,sadness
Suicide Club,fear
Under African Skies,joy
Lola Versus,anger
The Master,joy
More Wild Wild West,joy
"John Huston: The Man, the Movies, the Maverick",joy
Dredd,anger
We Live Again,sadness
247°F,joy
Arbitrage,sadness
Blue Like Jazz,joy
Manual of Love 2,sadness
The Friends at the Margherita Cafe,fear
